doc,rank,term,count
chemistry_pages/page_0070.md,2,b,6
chemistry_pages/page_0070.md,3,c,6
chemistry_pages/page_0070.md,4,m,5
chemistry_pages/page_0070.md,5,g,5
chemistry_pages/page_0070.md,6,number,4
chemistry_pages/page_0070.md,7,conversion,4
chemistry_pages/page_0070.md,8,accurate,3
chemistry_pages/page_0070.md,9,precise,3
chemistry_pages/page_0070.md,10,significant,3
chemistry_pages/page_0070.md,11,figures,3
chemistry_pages/page_0070.md,12,following,3
chemistry_pages/page_0070.md,13,d,2
chemistry_pages/page_0070.md,14,factors,2
chemistry_pages/page_0070.md,15,factor,2
chemistry_pages/page_0070.md,16,f,2
chemistry_pages/page_0070.md,17,perform,2
chemistry_pages/page_0070.md,18,answer,2
chemistry_pages/page_0070.md,19,ratios,2
chemistry_pages/page_0070.md,20,report,2
chemistry_pages/page_0077.md,1,atoms,7
chemistry_pages/page_0077.md,2,spheres,6
chemistry_pages/page_0077.md,3,copper,5
chemistry_pages/page_0077.md,4,matter,4
chemistry_pages/page_0077.md,5,change,4
chemistry_pages/page_0077.md,6,substances,3
chemistry_pages/page_0077.md,7,atomic,3
chemistry_pages/page_0077.md,8,compound,3
chemistry_pages/page_0077.md,9,theory,3
chemistry_pages/page_0077.md,10,element,3
chemistry_pages/page_0077.md,11,dalton,3
chemistry_pages/page_0077.md,12,chemical,3
chemistry_pages/page_0077.md,13,oxygen,3
chemistry_pages/page_0077.md,14,figure,3
chemistry_pages/page_0077.md,15,brown,3
chemistry_pages/page_0077.md,16,red,3
chemistry_pages/page_0077.md,17,credit,2
chemistry_pages/page_0077.md,18,example,2
chemistry_pages/page_0077.md,19,solid,2
chemistry_pages/page_0077.md,20,destroyed,2
chemistry_pages/page_0079.md,1,ratio,12
chemistry_pages/page_0079.md,2,chlorine,12
chemistry_pages/page_0079.md,3,copper,11
chemistry_pages/page_0079.md,4,compound,10
chemistry_pages/page_0079.md,5,g,8
chemistry_pages/page_0079.md,6,b,5
chemistry_pages/page_0079.md,7,green,4
chemistry_pages/page_0079.md,8,atom,4
chemistry_pages/page_0079.md,9,brown,4
chemistry_pages/page_0079.md,10,carbon,4
chemistry_pages/page_0079.md,11,mass,4
chemistry_pages/page_0079.md,12,oxygen,4
chemistry_pages/page_0079.md,13,atoms,3
chemistry_pages/page_0079.md,14,example,3
chemistry_pages/page_0079.md,15,ratios,3
chemistry_pages/page_0079.md,16,proportions,3
chemistry_pages/page_0079.md,17,modification,2
chemistry_pages/page_0079.md,18,analyzed,2
chemistry_pages/page_0079.md,19,multiple,2
chemistry_pages/page_0079.md,20,sample,2
chemistry_pages/page_0080.md,1,g,15
chemistry_pages/page_0080.md,2,c,7
chemistry_pages/page_0080.md,3,h,6
chemistry_pages/page_0080.md,4,carbon,6
chemistry_pages/page_0080.md,5,x,5
chemistry_pages/page_0080.md,6,ratio,5
chemistry_pages/page_0080.md,7,law,4
chemistry_pages/page_0080.md,8,ray,4
chemistry_pages/page_0080.md,9,proportions,4
chemistry_pages/page_0080.md,10,particles,4
chemistry_pages/page_0080.md,11,hydrogen,4
chemistry_pages/page_0080.md,12,different,4
chemistry_pages/page_0080.md,13,compound,4
chemistry_pages/page_0080.md,14,y,4
chemistry_pages/page_0080.md,15,atoms,4
chemistry_pages/page_0080.md,16,odor,3
chemistry_pages/page_0080.md,17,electrodes,3
chemistry_pages/page_0080.md,18,tube,3
chemistry_pages/page_0080.md,19,multiple,3
chemistry_pages/page_0080.md,20,compounds,3
chemistry_pages/page_0081.md,1,cathode,6
chemistry_pages/page_0081.md,2,ray,5
chemistry_pages/page_0081.md,3,thomson,5
chemistry_pages/page_0081.md,4,charges,4
chemistry_pages/page_0081.md,5,electric,4
chemistry_pages/page_0081.md,6,work,3
chemistry_pages/page_0081.md,7,credit,3
chemistry_pages/page_0081.md,8,tube,3
chemistry_pages/page_0081.md,9,electron,3
chemistry_pages/page_0081.md,10,charged,3
chemistry_pages/page_0081.md,11,modification,3
chemistry_pages/page_0081.md,12,millikan,3
chemistry_pages/page_0081.md,13,c,2
chemistry_pages/page_0081.md,14,field,2
chemistry_pages/page_0081.md,15,negatively,2
chemistry_pages/page_0081.md,16,charge,2
chemistry_pages/page_0081.md,17,subatomic,2
chemistry_pages/page_0081.md,18,particle,2
chemistry_pages/page_0081.md,19,droplets,2
chemistry_pages/page_0081.md,20,beam,2
chemistry_pages/page_0082.md,1,charge,11
chemistry_pages/page_0082.md,2,electrons,5
chemistry_pages/page_0082.md,3,millikan,5
chemistry_pages/page_0082.md,4,c,5
chemistry_pages/page_0082.md,5,atoms,4
chemistry_pages/page_0082.md,6,electron,4
chemistry_pages/page_0082.md,7,thomson,4
chemistry_pages/page_0082.md,8,mass,4
chemistry_pages/page_0082.md,9,oil,4
chemistry_pages/page_0082.md,10,known,3
chemistry_pages/page_0082.md,11,figure,3
chemistry_pages/page_0082.md,12,proposed,3
chemistry_pages/page_0082.md,13,positively,3
chemistry_pages/page_0082.md,14,atom,3
chemistry_pages/page_0082.md,15,charged,3
chemistry_pages/page_0082.md,16,times,3
chemistry_pages/page_0082.md,17,plum,2
chemistry_pages/page_0082.md,18,saturn,2
chemistry_pages/page_0082.md,19,pudding,2
chemistry_pages/page_0082.md,20,research,2
chemistry_pages/page_0084.md,1,atom,9
chemistry_pages/page_0084.md,2,mass,8
chemistry_pages/page_0084.md,3,particles,7
chemistry_pages/page_0084.md,4,nucleus,7
chemistry_pages/page_0084.md,5,different,5
chemistry_pages/page_0084.md,6,rutherford,4
chemistry_pages/page_0084.md,7,charged,4
chemistry_pages/page_0084.md,8,positively,3
chemistry_pages/page_0084.md,9,isotopes,3
chemistry_pages/page_0084.md,10,elements,3
chemistry_pages/page_0084.md,11,element,3
chemistry_pages/page_0084.md,12,decay,2
chemistry_pages/page_0084.md,13,deflected,2
chemistry_pages/page_0084.md,14,differ,2
chemistry_pages/page_0084.md,15,electrons,2
chemistry_pages/page_0084.md,16,particle,2
chemistry_pages/page_0084.md,17,discovery,2
chemistry_pages/page_0084.md,18,radioactive,2
chemistry_pages/page_0084.md,19,pass,2
chemistry_pages/page_0084.md,20,protons,2
chemistry_pages/page_0087.md,1,iodine,9
chemistry_pages/page_0087.md,2,number,6
chemistry_pages/page_0087.md,3,protons,5
chemistry_pages/page_0087.md,4,neutrons,5
chemistry_pages/page_0087.md,5,electrons,4
chemistry_pages/page_0087.md,6,salt,4
chemistry_pages/page_0087.md,7,charge,3
chemistry_pages/page_0087.md,8,symbol,3
chemistry_pages/page_0087.md,9,element,3
chemistry_pages/page_0087.md,10,mass,3
chemistry_pages/page_0087.md,11,atom,3
chemistry_pages/page_0087.md,12,mercury,3
chemistry_pages/page_0087.md,13,contains,2
chemistry_pages/page_0087.md,14,numbers,2
chemistry_pages/page_0087.md,15,figure,2
chemistry_pages/page_0087.md,16,nucleus,2
chemistry_pages/page_0087.md,17,added,2
chemistry_pages/page_0087.md,18,modification,2
chemistry_pages/page_0087.md,19,indicate,2
chemistry_pages/page_0087.md,20,domain,2
chemistry_pages/page_0088.md,1,symbols,6
chemistry_pages/page_0088.md,2,element,5
chemistry_pages/page_0088.md,3,elements,5
chemistry_pages/page_0088.md,4,symbol,4
chemistry_pages/page_0088.md,5,table,3
chemistry_pages/page_0088.md,6,common,3
chemistry_pages/page_0088.md,7,mercury,3
chemistry_pages/page_0088.md,8,carbon,2
chemistry_pages/page_0088.md,9,co,2
chemistry_pages/page_0088.md,10,figure,2
chemistry_pages/page_0088.md,11,letter,2
chemistry_pages/page_0088.md,12,atoms,2
chemistry_pages/page_0088.md,13,hg,2
chemistry_pages/page_0088.md,14,listed,1
chemistry_pages/page_0088.md,15,na,1
chemistry_pages/page_0088.md,16,letters,1
chemistry_pages/page_0088.md,17,monoxide,1
chemistry_pages/page_0088.md,18,o,1
chemistry_pages/page_0088.md,19,notation,1
chemistry_pages/page_0088.md,20,notations,1
chemistry_pages/page_0089.md,1,element,13
chemistry_pages/page_0089.md,2,g,8
chemistry_pages/page_0089.md,3,number,8
chemistry_pages/page_0089.md,4,m,8
chemistry_pages/page_0089.md,5,isotopes,6
chemistry_pages/page_0089.md,6,symbol,6
chemistry_pages/page_0089.md,7,symbolized,5
chemistry_pages/page_0089.md,8,atomic,5
chemistry_pages/page_0089.md,9,called,5
chemistry_pages/page_0089.md,10,magnesium,4
chemistry_pages/page_0089.md,11,written,4
chemistry_pages/page_0089.md,12,mass,4
chemistry_pages/page_0089.md,13,symbols,3
chemistry_pages/page_0089.md,14,superscript,3
chemistry_pages/page_0089.md,15,elements,3
chemistry_pages/page_0089.md,16,table,3
chemistry_pages/page_0089.md,17,example,3
chemistry_pages/page_0089.md,18,names,3
chemistry_pages/page_0089.md,19,read,3
chemistry_pages/page_0089.md,20,left,3
chemistry_pages/page_0094.md,1,atoms,19
chemistry_pages/page_0094.md,2,molecule,9
chemistry_pages/page_0094.md,3,formula,8
chemistry_pages/page_0094.md,4,h,8
chemistry_pages/page_0094.md,5,figure,6
chemistry_pages/page_0094.md,6,molecules,6
chemistry_pages/page_0094.md,7,model,6
chemistry_pages/page_0094.md,8,molecular,5
chemistry_pages/page_0094.md,9,hydrogen,5
chemistry_pages/page_0094.md,10,sulfur,5
chemistry_pages/page_0094.md,11,diatomic,4
chemistry_pages/page_0094.md,12,structural,4
chemistry_pages/page_0094.md,13,represented,4
chemistry_pages/page_0094.md,14,c,4
chemistry_pages/page_0094.md,15,represent,4
chemistry_pages/page_0094.md,16,filling,3
chemistry_pages/page_0094.md,17,elements,3
chemistry_pages/page_0094.md,18,shows,3
chemistry_pages/page_0094.md,19,ball,3
chemistry_pages/page_0094.md,20,b,3
chemistry_pages/page_0095.md,1,formula,15
chemistry_pages/page_0095.md,2,atoms,15
chemistry_pages/page_0095.md,3,benzene,7
chemistry_pages/page_0095.md,4,titanium,7
chemistry_pages/page_0095.md,5,empirical,7
chemistry_pages/page_0095.md,6,molecular,7
chemistry_pages/page_0095.md,7,c,6
chemistry_pages/page_0095.md,8,oxygen,6
chemistry_pages/page_0095.md,9,compound,5
chemistry_pages/page_0095.md,10,figure,5
chemistry_pages/page_0095.md,11,molecule,5
chemistry_pages/page_0095.md,12,h,5
chemistry_pages/page_0095.md,13,o,5
chemistry_pages/page_0095.md,14,hydrogen,5
chemistry_pages/page_0095.md,15,contains,4
chemistry_pages/page_0095.md,16,carbon,4
chemistry_pages/page_0095.md,17,ratio,4
chemistry_pages/page_0095.md,18,example,4
chemistry_pages/page_0095.md,19,dioxide,4
chemistry_pages/page_0095.md,20,elements,3
chemistry_pages/page_0096.md,1,c,9
chemistry_pages/page_0096.md,2,h,8
chemistry_pages/page_0096.md,3,atoms,8
chemistry_pages/page_0096.md,4,o,8
chemistry_pages/page_0096.md,5,empirical,6
chemistry_pages/page_0096.md,6,formula,6
chemistry_pages/page_0096.md,7,molecular,5
chemistry_pages/page_0096.md,8,chemistry,4
chemistry_pages/page_0096.md,9,lee,3
chemistry_pages/page_0096.md,10,glucose,3
chemistry_pages/page_0096.md,11,formulas,3
chemistry_pages/page_0096.md,12,molecules,3
chemistry_pages/page_0096.md,13,molecule,3
chemistry_pages/page_0096.md,14,contains,3
chemistry_pages/page_0096.md,15,cronin,3
chemistry_pages/page_0096.md,16,learning,2
chemistry_pages/page_0096.md,17,hydrogen,2
chemistry_pages/page_0096.md,18,chemists,2
chemistry_pages/page_0096.md,19,oxygen,2
chemistry_pages/page_0096.md,20,like,2
chemistry_pages/page_0097.md,1,atoms,7
chemistry_pages/page_0097.md,2,acetic,6
chemistry_pages/page_0097.md,3,acid,6
chemistry_pages/page_0097.md,4,formate,6
chemistry_pages/page_0097.md,5,different,6
chemistry_pages/page_0097.md,6,methyl,6
chemistry_pages/page_0097.md,7,chemical,5
chemistry_pages/page_0097.md,8,formula,5
chemistry_pages/page_0097.md,9,o,4
chemistry_pages/page_0097.md,10,molecules,4
chemistry_pages/page_0097.md,11,figure,4
chemistry_pages/page_0097.md,12,c,4
chemistry_pages/page_0097.md,13,isomers,4
chemistry_pages/page_0097.md,14,h,4
chemistry_pages/page_0097.md,15,compounds,3
chemistry_pages/page_0097.md,16,lee,3
chemistry_pages/page_0097.md,17,structures,3
chemistry_pages/page_0097.md,18,scientists,2
chemistry_pages/page_0097.md,19,structural,2
chemistry_pages/page_0097.md,20,cronin,2
chemistry_pages/page_0098.md,1,properties,7
chemistry_pages/page_0098.md,2,elements,6
chemistry_pages/page_0098.md,3,atoms,5
chemistry_pages/page_0098.md,4,periodic,5
chemistry_pages/page_0098.md,5,isomers,5
chemistry_pages/page_0098.md,6,different,4
chemistry_pages/page_0098.md,7,table,4
chemistry_pages/page_0098.md,8,oxygen,3
chemistry_pages/page_0098.md,9,similar,3
chemistry_pages/page_0098.md,10,smells,3
chemistry_pages/page_0098.md,11,spatial,3
chemistry_pages/page_0098.md,12,li,3
chemistry_pages/page_0098.md,13,sr,3
chemistry_pages/page_0098.md,14,na,3
chemistry_pages/page_0098.md,15,chemical,3
chemistry_pages/page_0098.md,16,carvone,3
chemistry_pages/page_0098.md,17,k,3
chemistry_pages/page_0098.md,18,ba,3
chemistry_pages/page_0098.md,19,electricity,2
chemistry_pages/page_0098.md,20,relative,2
chemistry_pages/page_0099.md,1,elements,7
chemistry_pages/page_0099.md,2,periodic,7
chemistry_pages/page_0099.md,3,atomic,7
chemistry_pages/page_0099.md,4,table,6
chemistry_pages/page_0099.md,5,mendeleev,6
chemistry_pages/page_0099.md,6,numbers,4
chemistry_pages/page_0099.md,7,properties,4
chemistry_pages/page_0099.md,8,meyer,3
chemistry_pages/page_0099.md,9,groups,3
chemistry_pages/page_0099.md,10,relationship,3
chemistry_pages/page_0099.md,11,figure,3
chemistry_pages/page_0099.md,12,work,3
chemistry_pages/page_0099.md,13,mass,2
chemistry_pages/page_0099.md,14,labels,2
chemistry_pages/page_0099.md,15,credit,2
chemistry_pages/page_0099.md,16,recognized,2
chemistry_pages/page_0099.md,17,increasing,2
chemistry_pages/page_0099.md,18,rows,2
chemistry_pages/page_0099.md,19,modern,2
chemistry_pages/page_0099.md,20,dimitri,2
chemistry_pages/page_0101.md,1,elements,16
chemistry_pages/page_0101.md,2,group,13
chemistry_pages/page_0101.md,3,properties,6
chemistry_pages/page_0101.md,4,groups,5
chemistry_pages/page_0101.md,5,element,5
chemistry_pages/page_0101.md,6,hydrogen,5
chemistry_pages/page_0101.md,7,similar,4
chemistry_pages/page_0101.md,8,metals,4
chemistry_pages/page_0101.md,9,called,3
chemistry_pages/page_0101.md,10,atom,3
chemistry_pages/page_0101.md,11,form,3
chemistry_pages/page_0101.md,12,table,3
chemistry_pages/page_0101.md,13,compounds,3
chemistry_pages/page_0101.md,14,example,3
chemistry_pages/page_0101.md,15,following,2
chemistry_pages/page_0101.md,16,figure,2
chemistry_pages/page_0101.md,17,labeled,2
chemistry_pages/page_0101.md,18,gases,2
chemistry_pages/page_0101.md,19,known,2
chemistry_pages/page_0101.md,20,specific,2
chemistry_pages/page_0104.md,1,ions,6
chemistry_pages/page_0104.md,2,form,5
chemistry_pages/page_0104.md,3,ion,4
chemistry_pages/page_0104.md,4,electrons,4
chemistry_pages/page_0104.md,5,charge,3
chemistry_pages/page_0104.md,6,group,3
chemistry_pages/page_0104.md,7,elements,3
chemistry_pages/page_0104.md,8,left,3
chemistry_pages/page_0104.md,9,number,3
chemistry_pages/page_0104.md,10,protons,3
chemistry_pages/page_0104.md,11,table,3
chemistry_pages/page_0104.md,12,example,3
chemistry_pages/page_0104.md,13,metals,2
chemistry_pages/page_0104.md,14,noble,2
chemistry_pages/page_0104.md,15,periodic,2
chemistry_pages/page_0104.md,16,aluminum,2
chemistry_pages/page_0104.md,17,groups,2
chemistry_pages/page_0104.md,18,gases,2
chemistry_pages/page_0104.md,19,symbol,2
chemistry_pages/page_0104.md,20,exhibit,2
chemistry_pages/page_0107.md,1,ionic,16
chemistry_pages/page_0107.md,2,compound,14
chemistry_pages/page_0107.md,3,c,14
chemistry_pages/page_0107.md,4,ions,11
chemistry_pages/page_0107.md,5,l,7
chemistry_pages/page_0107.md,6,sodium,6
chemistry_pages/page_0107.md,7,compounds,6
chemistry_pages/page_0107.md,8,chloride,5
chemistry_pages/page_0107.md,9,electricity,4
chemistry_pages/page_0107.md,10,example,4
chemistry_pages/page_0107.md,11,form,4
chemistry_pages/page_0107.md,12,composed,4
chemistry_pages/page_0107.md,13,electrons,4
chemistry_pages/page_0107.md,14,ratio,3
chemistry_pages/page_0107.md,15,formula,3
chemistry_pages/page_0107.md,16,chlorine,3
chemistry_pages/page_0107.md,17,figure,3
chemistry_pages/page_0107.md,18,charges,3
chemistry_pages/page_0107.md,19,ion,3
chemistry_pages/page_0107.md,20,atom,3
chemistry_pages/page_0108.md,1,formula,14
chemistry_pages/page_0108.md,2,compound,10
chemistry_pages/page_0108.md,3,o,9
chemistry_pages/page_0108.md,4,ionic,9
chemistry_pages/page_0108.md,5,p,7
chemistry_pages/page_0108.md,6,ions,7
chemistry_pages/page_0108.md,7,ion,6
chemistry_pages/page_0108.md,8,c,5
chemistry_pages/page_0108.md,9,charges,5
chemistry_pages/page_0108.md,10,charge,5
chemistry_pages/page_0108.md,11,compounds,4
chemistry_pages/page_0108.md,12,calcium,4
chemistry_pages/page_0108.md,13,electrically,4
chemistry_pages/page_0108.md,14,negative,4
chemistry_pages/page_0108.md,15,neutral,4
chemistry_pages/page_0108.md,16,phosphate,4
chemistry_pages/page_0108.md,17,positive,3
chemistry_pages/page_0108.md,18,discrete,3
chemistry_pages/page_0108.md,19,polyatomic,3
chemistry_pages/page_0108.md,20,anion,3
chemistry_pages/page_0112.md,1,compounds,8
chemistry_pages/page_0112.md,2,metal,7
chemistry_pages/page_0112.md,3,chloride,7
chemistry_pages/page_0112.md,4,f,6
chemistry_pages/page_0112.md,5,compound,6
chemistry_pages/page_0112.md,6,charge,6
chemistry_pages/page_0112.md,7,fluoride,5
chemistry_pages/page_0112.md,8,ionic,5
chemistry_pages/page_0112.md,9,e,4
chemistry_pages/page_0112.md,10,named,4
chemistry_pages/page_0112.md,11,metals,4
chemistry_pages/page_0112.md,12,table,4
chemistry_pages/page_0112.md,13,c,4
chemistry_pages/page_0112.md,14,l,4
chemistry_pages/page_0112.md,15,ion,4
chemistry_pages/page_0112.md,16,called,3
chemistry_pages/page_0112.md,17,example,3
chemistry_pages/page_0112.md,18,molecules,3
chemistry_pages/page_0112.md,19,formula,3
chemistry_pages/page_0112.md,20,iron,3
chemistry_pages/page_0114.md,1,c,15
chemistry_pages/page_0114.md,2,r,11
chemistry_pages/page_0114.md,3,v,7
chemistry_pages/page_0114.md,4,water,7
chemistry_pages/page_0114.md,5,erin,5
chemistry_pages/page_0114.md,6,hinckley,5
chemistry_pages/page_0114.md,7,o,5
chemistry_pages/page_0114.md,8,compounds,4
chemistry_pages/page_0114.md,9,brockovich,4
chemistry_pages/page_0114.md,10,e,3
chemistry_pages/page_0114.md,11,chromium,3
chemistry_pages/page_0114.md,12,forms,3
chemistry_pages/page_0114.md,13,california,3
chemistry_pages/page_0114.md,14,b,3
chemistry_pages/page_0114.md,15,soluble,2
chemistry_pages/page_0114.md,16,contamination,2
chemistry_pages/page_0114.md,17,small,2
chemistry_pages/page_0114.md,18,illnesses,2
chemistry_pages/page_0114.md,19,environmental,2
chemistry_pages/page_0114.md,20,groundwater,2
chemistry_pages/page_0133.md,1,compound,12
chemistry_pages/page_0133.md,2,mass,10
chemistry_pages/page_0133.md,3,molecular,8
chemistry_pages/page_0133.md,4,formula,6
chemistry_pages/page_0133.md,5,amu,5
chemistry_pages/page_0133.md,6,ionic,5
chemistry_pages/page_0133.md,7,average,5
chemistry_pages/page_0133.md,8,covalent,4
chemistry_pages/page_0133.md,9,atoms,4
chemistry_pages/page_0133.md,10,c,4
chemistry_pages/page_0133.md,11,sodium,3
chemistry_pages/page_0133.md,12,o,3
chemistry_pages/page_0133.md,13,composed,3
chemistry_pages/page_0133.md,14,chloride,3
chemistry_pages/page_0133.md,15,h,3
chemistry_pages/page_0133.md,16,compounds,3
chemistry_pages/page_0133.md,17,pain,2
chemistry_pages/page_0133.md,18,medications,2
chemistry_pages/page_0133.md,19,molecule,2
chemistry_pages/page_0133.md,20,n,2
chemistry_pages/page_0134.md,1,mass,13
chemistry_pages/page_0134.md,2,formula,10
chemistry_pages/page_0134.md,3,compound,7
chemistry_pages/page_0134.md,4,o,6
chemistry_pages/page_0134.md,5,sodium,5
chemistry_pages/page_0134.md,6,amu,4
chemistry_pages/page_0134.md,7,atom,4
chemistry_pages/page_0134.md,8,ionic,4
chemistry_pages/page_0134.md,9,ions,4
chemistry_pages/page_0134.md,10,average,3
chemistry_pages/page_0134.md,11,hydrogen,3
chemistry_pages/page_0134.md,12,computing,3
chemistry_pages/page_0134.md,13,s,3
chemistry_pages/page_0134.md,14,contains,3
chemistry_pages/page_0134.md,15,masses,3
chemistry_pages/page_0134.md,16,electron,3
chemistry_pages/page_0134.md,17,chloride,3
chemistry_pages/page_0134.md,18,atoms,3
chemistry_pages/page_0134.md,19,phosphate,2
chemistry_pages/page_0134.md,20,example,2
chemistry_pages/page_0136.md,1,mass,8
chemistry_pages/page_0136.md,2,formula,5
chemistry_pages/page_0136.md,3,h,5
chemistry_pages/page_0136.md,4,g,5
chemistry_pages/page_0136.md,5,amu,5
chemistry_pages/page_0136.md,6,molecules,4
chemistry_pages/page_0136.md,7,o,3
chemistry_pages/page_0136.md,8,water,3
chemistry_pages/page_0136.md,9,figure,2
chemistry_pages/page_0136.md,10,billion,2
chemistry_pages/page_0136.md,11,m,2
chemistry_pages/page_0136.md,12,element,2
chemistry_pages/page_0136.md,13,atomic,2
chemistry_pages/page_0136.md,14,units,2
chemistry_pages/page_0136.md,15,contains,2
chemistry_pages/page_0136.md,16,molar,2
chemistry_pages/page_0136.md,17,mole,2
chemistry_pages/page_0136.md,18,c,2
chemistry_pages/page_0136.md,19,s,2
chemistry_pages/page_0136.md,20,people,1
chemistry_pages/page_0137.md,1,mass,8
chemistry_pages/page_0137.md,2,g,7
chemistry_pages/page_0137.md,3,number,5
chemistry_pages/page_0137.md,4,molar,4
chemistry_pages/page_0137.md,5,k,4
chemistry_pages/page_0137.md,6,moles,4
chemistry_pages/page_0137.md,7,l,3
chemistry_pages/page_0137.md,8,m,3
chemistry_pages/page_0137.md,9,mole,3
chemistry_pages/page_0137.md,10,o,3
chemistry_pages/page_0137.md,11,potassium,2
chemistry_pages/page_0137.md,12,estimated,2
chemistry_pages/page_0137.md,13,example,2
chemistry_pages/page_0137.md,14,requirement,2
chemistry_pages/page_0137.md,15,greater,2
chemistry_pages/page_0137.md,16,average,2
chemistry_pages/page_0137.md,17,images,2
chemistry_pages/page_0137.md,18,nutritional,1
chemistry_pages/page_0137.md,19,periodic,1
chemistry_pages/page_0137.md,20,people,1
chemistry_pages/page_0138.md,1,mass,9
chemistry_pages/page_0138.md,2,g,6
chemistry_pages/page_0138.md,3,mol,5
chemistry_pages/page_0138.md,4,molar,4
chemistry_pages/page_0138.md,5,ar,4
chemistry_pages/page_0138.md,6,mole,3
chemistry_pages/page_0138.md,7,copper,3
chemistry_pages/page_0138.md,8,provided,2
chemistry_pages/page_0138.md,9,o,2
chemistry_pages/page_0138.md,10,fabricate,2
chemistry_pages/page_0138.md,11,moles,2
chemistry_pages/page_0138.md,12,element,2
chemistry_pages/page_0138.md,13,grams,2
chemistry_pages/page_0138.md,14,deriving,2
chemistry_pages/page_0138.md,15,air,2
chemistry_pages/page_0138.md,16,l,2
chemistry_pages/page_0138.md,17,learning,2
chemistry_pages/page_0138.md,18,liter,2
chemistry_pages/page_0138.md,19,example,2
chemistry_pages/page_0138.md,20,m,2
chemistry_pages/page_0139.md,1,atoms,7
chemistry_pages/page_0139.md,2,cu,6
chemistry_pages/page_0139.md,3,number,5
chemistry_pages/page_0139.md,4,mass,4
chemistry_pages/page_0139.md,5,g,4
chemistry_pages/page_0139.md,6,n,3
chemistry_pages/page_0139.md,7,moles,3
chemistry_pages/page_0139.md,8,gold,3
chemistry_pages/page_0139.md,9,glycine,3
chemistry_pages/page_0139.md,10,step,2
chemistry_pages/page_0139.md,11,solution,2
chemistry_pages/page_0139.md,12,sample,2
chemistry_pages/page_0139.md,13,order,2
chemistry_pages/page_0139.md,14,tenth,2
chemistry_pages/page_0139.md,15,molar,2
chemistry_pages/page_0139.md,16,wire,2
chemistry_pages/page_0139.md,17,amino,2
chemistry_pages/page_0139.md,18,example,2
chemistry_pages/page_0139.md,19,acids,2
chemistry_pages/page_0139.md,20,yields,2
chemistry_pages/page_0142.md,1,brain,8
chemistry_pages/page_0142.md,2,cells,7
chemistry_pages/page_0142.md,3,called,6
chemistry_pages/page_0142.md,4,neurotransmitter,5
chemistry_pages/page_0142.md,5,figure,4
chemistry_pages/page_0142.md,6,molecules,4
chemistry_pages/page_0142.md,7,neurons,4
chemistry_pages/page_0142.md,8,dopamine,4
chemistry_pages/page_0142.md,9,central,4
chemistry_pages/page_0142.md,10,processes,4
chemistry_pages/page_0142.md,11,nervous,4
chemistry_pages/page_0142.md,12,system,4
chemistry_pages/page_0142.md,13,neurological,3
chemistry_pages/page_0142.md,14,small,3
chemistry_pages/page_0142.md,15,chemical,3
chemistry_pages/page_0142.md,16,signals,3
chemistry_pages/page_0142.md,17,involved,2
chemistry_pages/page_0142.md,18,research,2
chemistry_pages/page_0142.md,19,release,2
chemistry_pages/page_0142.md,20,different,2
chemistry_pages/page_0146.md,1,empirical,8
chemistry_pages/page_0146.md,2,formula,7
chemistry_pages/page_0146.md,3,iron,4
chemistry_pages/page_0146.md,4,element,4
chemistry_pages/page_0146.md,5,figure,4
chemistry_pages/page_0146.md,6,g,4
chemistry_pages/page_0146.md,7,hematite,3
chemistry_pages/page_0146.md,8,compound,3
chemistry_pages/page_0146.md,9,elements,3
chemistry_pages/page_0146.md,10,sample,3
chemistry_pages/page_0146.md,11,number,3
chemistry_pages/page_0146.md,12,smallest,3
chemistry_pages/page_0146.md,13,subscripts,3
chemistry_pages/page_0146.md,14,masses,3
chemistry_pages/page_0146.md,15,dividing,2
chemistry_pages/page_0146.md,16,example,2
chemistry_pages/page_0146.md,17,o,2
chemistry_pages/page_0146.md,18,mass,2
chemistry_pages/page_0146.md,19,tentative,2
chemistry_pages/page_0146.md,20,oxide,2
chemistry_pages/page_0147.md,1,empirical,8
chemistry_pages/page_0147.md,2,o,5
chemistry_pages/page_0147.md,3,percent,5
chemistry_pages/page_0147.md,4,formula,5
chemistry_pages/page_0147.md,5,composition,5
chemistry_pages/page_0147.md,6,ratio,4
chemistry_pages/page_0147.md,7,oxygen,4
chemistry_pages/page_0147.md,8,compound,4
chemistry_pages/page_0147.md,9,iron,3
chemistry_pages/page_0147.md,10,formulas,3
chemistry_pages/page_0147.md,11,masses,3
chemistry_pages/page_0147.md,12,finally,2
chemistry_pages/page_0147.md,13,f,2
chemistry_pages/page_0147.md,14,m,2
chemistry_pages/page_0147.md,15,elements,2
chemistry_pages/page_0147.md,16,g,2
chemistry_pages/page_0147.md,17,gas,2
chemistry_pages/page_0147.md,18,learning,2
chemistry_pages/page_0147.md,19,e,2
chemistry_pages/page_0147.md,20,number,2
chemistry_pages/page_0148.md,1,mass,6
chemistry_pages/page_0148.md,2,definition,3
chemistry_pages/page_0148.md,3,molar,3
chemistry_pages/page_0148.md,4,formula,3
chemistry_pages/page_0148.md,5,carbon,3
chemistry_pages/page_0148.md,6,empirical,3
chemistry_pages/page_0148.md,7,element,3
chemistry_pages/page_0148.md,8,convenient,2
chemistry_pages/page_0148.md,9,o,2
chemistry_pages/page_0148.md,10,oxygen,2
chemistry_pages/page_0148.md,11,percentage,2
chemistry_pages/page_0148.md,12,percentages,2
