doc,rank,term,count
physics_chapters/chapter_32.md,10,nuclei,58
physics_chapters/chapter_32.md,11,neutrons,56
physics_chapters/chapter_32.md,12,number,54
physics_chapters/chapter_32.md,13,cancer,54
physics_chapters/chapter_32.md,14,effects,52
physics_chapters/chapter_32.md,15,doses,52
physics_chapters/chapter_32.md,16,food,51
physics_chapters/chapter_32.md,17,power,47
physics_chapters/chapter_32.md,18,ionizing,43
physics_chapters/chapter_32.md,19,called,40
physics_chapters/chapter_32.md,20,bomb,39
physics_chapters/chapter_33.md,1,particles,226
physics_chapters/chapter_33.md,2,force,130
physics_chapters/chapter_33.md,3,energy,129
physics_chapters/chapter_33.md,4,particle,120
physics_chapters/chapter_33.md,5,quark,115
physics_chapters/chapter_33.md,6,quarks,111
physics_chapters/chapter_33.md,7,decay,108
physics_chapters/chapter_33.md,8,forces,92
physics_chapters/chapter_33.md,9,number,79
physics_chapters/chapter_33.md,10,figure,72
physics_chapters/chapter_33.md,11,strong,70
physics_chapters/chapter_33.md,12,mass,68
physics_chapters/chapter_33.md,13,proton,57
physics_chapters/chapter_33.md,14,nuclear,56
physics_chapters/chapter_33.md,15,weak,52
physics_chapters/chapter_33.md,16,quantum,49
physics_chapters/chapter_33.md,17,theory,48
physics_chapters/chapter_33.md,18,carrier,47
physics_chapters/chapter_33.md,19,table,45
physics_chapters/chapter_33.md,20,conservation,43
physics_chapters/chapter_34.md,1,matter,123
physics_chapters/chapter_34.md,2,universe,121
physics_chapters/chapter_34.md,3,light,76
physics_chapters/chapter_34.md,4,galaxies,75
physics_chapters/chapter_34.md,5,galaxy,72
physics_chapters/chapter_34.md,6,gravity,72
physics_chapters/chapter_34.md,7,mass,67
physics_chapters/chapter_34.md,8,black,66
physics_chapters/chapter_34.md,9,time,64
physics_chapters/chapter_34.md,10,figure,59
physics_chapters/chapter_34.md,11,energy,59
physics_chapters/chapter_34.md,12,physics,54
physics_chapters/chapter_34.md,13,stars,53
physics_chapters/chapter_34.md,14,space,50
physics_chapters/chapter_34.md,15,dark,50
physics_chapters/chapter_34.md,16,temperature,50
physics_chapters/chapter_34.md,17,expansion,44
physics_chapters/chapter_34.md,18,quantum,42
physics_chapters/chapter_34.md,19,particle,40
physics_chapters/chapter_34.md,20,relativity,39
physics_pages/page_0023.md,1,physics,9
physics_pages/page_0023.md,2,nebula,4
physics_pages/page_0023.md,3,light,4
physics_pages/page_0023.md,4,years,3
physics_pages/page_0023.md,5,wave,3
physics_pages/page_0023.md,6,life,3
physics_pages/page_0023.md,7,gas,3
physics_pages/page_0023.md,8,supernova,3
physics_pages/page_0023.md,9,introduction,3
physics_pages/page_0023.md,10,images,3
physics_pages/page_0023.md,11,hubble,2
physics_pages/page_0023.md,12,dust,2
physics_pages/page_0023.md,13,forces,2
physics_pages/page_0023.md,14,scientists,2
physics_pages/page_0023.md,15,science,2
physics_pages/page_0023.md,16,laws,2
physics_pages/page_0023.md,17,remnant,2
physics_pages/page_0023.md,18,larger,2
physics_pages/page_0023.md,19,quantities,2
physics_pages/page_0023.md,20,like,2
physics_pages/page_0036.md,1,metric,10
physics_pages/page_0036.md,2,units,8
physics_pages/page_0036.md,3,system,6
physics_pages/page_0036.md,4,scale,6
physics_pages/page_0036.md,5,order,6
physics_pages/page_0036.md,6,magnitude,5
physics_pages/page_0036.md,7,standard,4
physics_pages/page_0036.md,8,microscopic,4
physics_pages/page_0036.md,9,light,4
physics_pages/page_0036.md,10,value,4
physics_pages/page_0036.md,11,prefixes,3
physics_pages/page_0036.md,12,mass,3
physics_pages/page_0036.md,13,measurement,3
physics_pages/page_0036.md,14,length,3
physics_pages/page_0036.md,15,kilogram,3
physics_pages/page_0036.md,16,fundamental,3
physics_pages/page_0036.md,17,current,3
physics_pages/page_0036.md,18,example,3
physics_pages/page_0036.md,19,charge,3
physics_pages/page_0036.md,20,expressed,3
physics_pages/page_0055.md,1,motion,12
physics_pages/page_0055.md,2,study,5
physics_pages/page_0055.md,3,dimensional,5
physics_pages/page_0055.md,4,kinematics,5
physics_pages/page_0055.md,5,acceleration,4
physics_pages/page_0055.md,6,objects,3
physics_pages/page_0055.md,7,physics,2
physics_pages/page_0055.md,8,understanding,2
physics_pages/page_0055.md,9,change,2
physics_pages/page_0055.md,10,chapter,2
physics_pages/page_0055.md,11,example,2
physics_pages/page_0055.md,12,displacement,2
physics_pages/page_0055.md,13,o,2
physics_pages/page_0055.md,14,velocity,2
physics_pages/page_0055.md,15,speed,2
physics_pages/page_0055.md,16,space,2
physics_pages/page_0055.md,17,line,1
physics_pages/page_0055.md,18,neptune,1
physics_pages/page_0055.md,19,key,1
physics_pages/page_0055.md,20,outline,1
physics_pages/page_0087.md,1,problem,8
physics_pages/page_0087.md,2,solving,7
physics_pages/page_0087.md,3,kinematics,4
physics_pages/page_0087.md,4,apply,4
physics_pages/page_0087.md,5,basics,4
physics_pages/page_0087.md,6,s,3
physics_pages/page_0087.md,7,stop,3
physics_pages/page_0087.md,8,deceleration,3
physics_pages/page_0087.md,9,reasonable,3
physics_pages/page_0087.md,10,solve,3
physics_pages/page_0087.md,11,second,3
physics_pages/page_0087.md,12,strategies,2
physics_pages/page_0087.md,13,examples,2
physics_pages/page_0087.md,14,squared,2
physics_pages/page_0087.md,15,dimensional,2
physics_pages/page_0087.md,16,skills,2
physics_pages/page_0087.md,17,success,2
physics_pages/page_0087.md,18,solution,2
physics_pages/page_0087.md,19,essential,2
physics_pages/page_0087.md,20,determine,2
physics_pages/page_0106.md,1,time,19
physics_pages/page_0106.md,2,velocity,14
physics_pages/page_0106.md,3,displacement,12
physics_pages/page_0106.md,4,change,9
physics_pages/page_0106.md,5,magnitude,8
physics_pages/page_0106.md,6,direction,8
physics_pages/page_0106.md,7,acceleration,8
physics_pages/page_0106.md,8,motion,6
physics_pages/page_0106.md,9,x,6
physics_pages/page_0106.md,10,average,6
physics_pages/page_0106.md,11,distance,6
physics_pages/page_0106.md,12,quantity,5
physics_pages/page_0106.md,13,position,5
physics_pages/page_0106.md,14,t,5
physics_pages/page_0106.md,15,traveled,5
physics_pages/page_0106.md,16,divided,5
physics_pages/page_0106.md,17,variable,5
physics_pages/page_0106.md,18,object,4
physics_pages/page_0106.md,19,measured,4
physics_pages/page_0106.md,20,instantaneous,4
physics_pages/page_0117.md,1,dimensional,9
physics_pages/page_0117.md,2,motion,8
physics_pages/page_0117.md,3,kinematics,7
physics_pages/page_0117.md,4,curved,5
physics_pages/page_0117.md,5,straight,4
physics_pages/page_0117.md,6,paths,3
physics_pages/page_0117.md,7,addition,3
physics_pages/page_0117.md,8,described,3
physics_pages/page_0117.md,9,chapter,3
physics_pages/page_0117.md,10,line,3
physics_pages/page_0117.md,11,ball,3
physics_pages/page_0117.md,12,path,2
physics_pages/page_0117.md,13,tennis,2
physics_pages/page_0117.md,14,vector,2
physics_pages/page_0117.md,15,simple,2
physics_pages/page_0117.md,16,introduction,2
physics_pages/page_0117.md,17,subtraction,2
physics_pages/page_0117.md,18,arc,2
physics_pages/page_0117.md,19,methods,2
physics_pages/page_0117.md,20,pool,2
physics_pages/page_0143.md,1,range,16
physics_pages/page_0143.md,2,initial,12
physics_pages/page_0143.md,3,projectile,9
physics_pages/page_0143.md,4,angle,6
physics_pages/page_0143.md,5,speed,6
physics_pages/page_0143.md,6,earth,5
physics_pages/page_0143.md,7,greater,5
physics_pages/page_0143.md,8,given,5
physics_pages/page_0143.md,9,level,4
physics_pages/page_0143.md,10,figure,4
physics_pages/page_0143.md,11,ground,4
physics_pages/page_0143.md,12,air,3
physics_pages/page_0143.md,13,v,3
physics_pages/page_0143.md,14,maximum,3
physics_pages/page_0143.md,15,object,3
physics_pages/page_0143.md,16,gravity,3
physics_pages/page_0143.md,17,resistance,3
physics_pages/page_0143.md,18,o,2
physics_pages/page_0143.md,19,addition,2
physics_pages/page_0143.md,20,curves,2
physics_pages/page_0165.md,1,motion,15
physics_pages/page_0165.md,2,newton,10
physics_pages/page_0165.md,3,laws,9
physics_pages/page_0165.md,4,forces,5
physics_pages/page_0165.md,5,dynamics,4
physics_pages/page_0165.md,6,law,3
physics_pages/page_0165.md,7,concept,2
physics_pages/page_0165.md,8,kinematics,2
physics_pages/page_0165.md,9,introduction,2
physics_pages/page_0165.md,10,dolphin,2
physics_pages/page_0165.md,11,philosophers,2
physics_pages/page_0165.md,12,objects,2
physics_pages/page_0165.md,13,chapter,2
physics_pages/page_0165.md,14,way,2
physics_pages/page_0165.md,15,development,2
physics_pages/page_0165.md,16,nature,2
physics_pages/page_0165.md,17,force,2
physics_pages/page_0165.md,18,transition,2
physics_pages/page_0165.md,19,universe,2
physics_pages/page_0165.md,20,people,1
physics_pages/page_0166.md,1,galileo,8
physics_pages/page_0166.md,2,newton,7
physics_pages/page_0166.md,3,physics,5
physics_pages/page_0166.md,4,work,5
physics_pages/page_0166.md,5,motion,5
physics_pages/page_0166.md,6,scientific,4
physics_pages/page_0166.md,7,relativity,3
physics_pages/page_0166.md,8,classical,3
physics_pages/page_0166.md,9,scientists,3
physics_pages/page_0166.md,10,de,3
physics_pages/page_0166.md,11,theory,3
physics_pages/page_0166.md,12,laws,3
physics_pages/page_0166.md,13,objects,3
physics_pages/page_0166.md,14,ideas,2
physics_pages/page_0166.md,15,great,2
physics_pages/page_0166.md,16,realm,2
physics_pages/page_0166.md,17,observation,2
physics_pages/page_0166.md,18,observations,2
physics_pages/page_0166.md,19,developed,2
physics_pages/page_0166.md,20,discovered,2
physics_pages/page_0167.md,1,force,21
physics_pages/page_0167.md,2,forces,14
physics_pages/page_0167.md,3,body,8
physics_pages/page_0167.md,4,standard,7
physics_pages/page_0167.md,5,figure,6
physics_pages/page_0167.md,6,spring,6
physics_pages/page_0167.md,7,acting,5
physics_pages/page_0167.md,8,shown,4
physics_pages/page_0167.md,9,distance,4
physics_pages/page_0167.md,10,pull,4
physics_pages/page_0167.md,11,exerts,4
physics_pages/page_0167.md,12,vectors,4
physics_pages/page_0167.md,13,definition,4
physics_pages/page_0167.md,14,direction,3
physics_pages/page_0167.md,15,push,3
physics_pages/page_0167.md,16,external,3
physics_pages/page_0167.md,17,free,3
physics_pages/page_0167.md,18,illustrated,3
physics_pages/page_0167.md,19,magnitude,3
physics_pages/page_0167.md,20,like,3
physics_pages/page_0187.md,1,forces,10
physics_pages/page_0187.md,2,real,6
physics_pages/page_0187.md,3,inertial,6
physics_pages/page_0187.md,4,earth,6
physics_pages/page_0187.md,5,frame,5
physics_pages/page_0187.md,6,chain,4
physics_pages/page_0187.md,7,force,4
physics_pages/page_0187.md,8,tension,4
physics_pages/page_0187.md,9,shown,4
physics_pages/page_0187.md,10,figure,4
physics_pages/page_0187.md,11,car,4
physics_pages/page_0187.md,12,length,3
physics_pages/page_0187.md,13,satellite,3
physics_pages/page_0187.md,14,like,3
physics_pages/page_0187.md,15,discussed,3
physics_pages/page_0187.md,16,large,3
physics_pages/page_0187.md,17,flexible,3
physics_pages/page_0187.md,18,weight,3
physics_pages/page_0187.md,19,newton,3
physics_pages/page_0187.md,20,pull,2
physics_pages/page_0189.md,1,forces,10
physics_pages/page_0189.md,2,system,9
physics_pages/page_0189.md,3,interest,7
physics_pages/page_0189.md,4,body,7
physics_pages/page_0189.md,5,free,7
physics_pages/page_0189.md,6,diagram,6
physics_pages/page_0189.md,7,external,5
physics_pages/page_0189.md,8,problem,5
physics_pages/page_0189.md,9,step,4
physics_pages/page_0189.md,10,shown,4
physics_pages/page_0189.md,11,t,4
physics_pages/page_0189.md,12,newton,4
physics_pages/page_0189.md,13,law,4
physics_pages/page_0189.md,14,vine,4
physics_pages/page_0189.md,15,figure,4
physics_pages/page_0189.md,16,force,3
physics_pages/page_0189.md,17,parallel,3
physics_pages/page_0189.md,18,f,3
physics_pages/page_0189.md,19,examples,3
physics_pages/page_0189.md,20,second,3
physics_pages/page_0196.md,1,acceleration,9
physics_pages/page_0196.md,2,force,7
physics_pages/page_0196.md,3,problem,6
physics_pages/page_0196.md,4,player,6
physics_pages/page_0196.md,5,topic,5
physics_pages/page_0196.md,6,s,5
physics_pages/page_0196.md,7,example,5
physics_pages/page_0196.md,8,principles,4
physics_pages/page_0196.md,9,identify,4
physics_pages/page_0196.md,10,strategies,3
physics_pages/page_0196.md,11,m,3
physics_pages/page_0196.md,12,newton,3
physics_pages/page_0196.md,13,kinematics,3
physics_pages/page_0196.md,14,forward,3
physics_pages/page_0196.md,15,text,3
physics_pages/page_0196.md,16,found,3
physics_pages/page_0196.md,17,following,3
physics_pages/page_0196.md,18,integrated,3
physics_pages/page_0196.md,19,applied,3
physics_pages/page_0196.md,20,motion,3
physics_pages/page_0201.md,1,waves,12
physics_pages/page_0201.md,2,gravitational,9
physics_pages/page_0201.md,3,black,4
physics_pages/page_0201.md,4,wave,4
physics_pages/page_0201.md,5,holes,4
physics_pages/page_0201.md,6,ligo,4
physics_pages/page_0201.md,7,times,4
physics_pages/page_0201.md,8,like,4
physics_pages/page_0201.md,9,mass,4
physics_pages/page_0201.md,10,space,4
physics_pages/page_0201.md,11,years,3
physics_pages/page_0201.md,12,detectors,3
physics_pages/page_0201.md,13,particles,3
physics_pages/page_0201.md,14,detect,3
physics_pages/page_0201.md,15,similar,3
physics_pages/page_0201.md,16,universe,3
physics_pages/page_0201.md,17,sun,3
physics_pages/page_0201.md,18,relative,2
physics_pages/page_0201.md,19,laser,2
physics_pages/page_0201.md,20,earth,2
physics_pages/page_0204.md,1,object,19
physics_pages/page_0204.md,2,force,19
physics_pages/page_0204.md,3,motion,10
physics_pages/page_0204.md,4,newton,10
physics_pages/page_0204.md,5,m,9
physics_pages/page_0204.md,6,forces,8
physics_pages/page_0204.md,7,body,7
physics_pages/page_0204.md,8,acting,7
physics_pages/page_0204.md,9,n,7
physics_pages/page_0204.md,10,t,7
physics_pages/page_0204.md,11,system,7
physics_pages/page_0204.md,12,f,6
physics_pages/page_0204.md,13,horizontal,6
physics_pages/page_0204.md,14,e,6
physics_pages/page_0204.md,15,direction,6
physics_pages/page_0204.md,16,law,6
physics_pages/page_0204.md,17,weight,6
physics_pages/page_0204.md,18,surface,6
physics_pages/page_0204.md,19,vectors,5
physics_pages/page_0204.md,20,second,5
physics_pages/page_0215.md,1,forces,6
physics_pages/page_0215.md,2,laws,3
physics_pages/page_0215.md,3,drag,3
physics_pages/page_0215.md,4,applications,3
physics_pages/page_0215.md,5,newton,3
physics_pages/page_0215.md,6,friction,3
physics_pages/page_0215.md,7,chapter,3
physics_pages/page_0215.md,8,joint,2
physics_pages/page_0215.md,9,motion,2
physics_pages/page_0215.md,10,hip,2
physics_pages/page_0215.md,11,figure,2
physics_pages/page_0215.md,12,elasticity,2
physics_pages/page_0215.md,13,common,2
physics_pages/page_0215.md,14,shape,1
physics_pages/page_0215.md,15,stress,1
physics_pages/page_0215.md,16,liquid,1
physics_pages/page_0215.md,17,useful,1
physics_pages/page_0215.md,18,look,1
physics_pages/page_0215.md,19,means,1
physics_pages/page_0215.md,20,mind,1
physics_pages/page_0220.md,1,slope,10
physics_pages/page_0220.md,2,friction,8
physics_pages/page_0220.md,3,k,7
physics_pages/page_0220.md,4,w,4
physics_pages/page_0220.md,5,kinetic,4
physics_pages/page_0220.md,6,acceleration,3
physics_pages/page_0220.md,7,perpendicular,3
physics_pages/page_0220.md,8,equal,3
physics_pages/page_0220.md,9,magnitude,3
physics_pages/page_0220.md,10,object,3
physics_pages/page_0220.md,11,parallel,3
physics_pages/page_0220.md,12,skier,3
physics_pages/page_0220.md,13,coefficient,3
physics_pages/page_0220.md,14,shown,2
physics_pages/page_0220.md,15,force,2
physics_pages/page_0220.md,16,objects,2
physics_pages/page_0220.md,17,slide,2
physics_pages/page_0220.md,18,motion,2
physics_pages/page_0220.md,19,solving,2
physics_pages/page_0220.md,20,m,2
physics_pages/page_0221.md,1,friction,16
physics_pages/page_0221.md,2,area,8
physics_pages/page_0221.md,3,force,7
physics_pages/page_0221.md,4,contact,7
physics_pages/page_0221.md,5,scale,6
physics_pages/page_0221.md,6,normal,5
physics_pages/page_0221.md,7,surfaces,5
physics_pages/page_0221.md,8,atomic,5
physics_pages/page_0221.md,9,coin,4
physics_pages/page_0221.md,10,greater,4
physics_pages/page_0221.md,11,actual,4
physics_pages/page_0221.md,12,figure,3
physics_pages/page_0221.md,13,stress,3
physics_pages/page_0221.md,14,simpler,3
physics_pages/page_0221.md,15,proportional,3
physics_pages/page_0221.md,16,heat,3
physics_pages/page_0221.md,17,atoms,3
physics_pages/page_0221.md,18,book,3
physics_pages/page_0221.md,19,shear,3
physics_pages/page_0221.md,20,characteristics,3
physics_pages/page_0232.md,1,bone,7
physics_pages/page_0232.md,2,arteries,6
physics_pages/page_0232.md,3,region,6
physics_pages/page_0232.md,4,elastic,5
physics_pages/page_0232.md,5,strain,5
physics_pages/page_0232.md,6,tendons,5
physics_pages/page_0232.md,7,stretch,4
physics_pages/page_0232.md,8,stress,4
physics_pages/page_0232.md,9,length,4
physics_pages/page_0232.md,10,tendon,4
physics_pages/page_0232.md,11,change,4
physics_pages/page_0232.md,12,k,4
physics_pages/page_0232.md,13,blood,4
physics_pages/page_0232.md,14,m,3
physics_pages/page_0232.md,15,leg,3
physics_pages/page_0232.md,16,different,3
physics_pages/page_0232.md,17,g,3
physics_pages/page_0232.md,18,force,3
physics_pages/page_0232.md,19,heart,3
physics_pages/page_0232.md,20,failure,2
